check_id,优先主题,文档名称,文档类型,颗粒度,sku_id,品牌,类目,区域,真实来源,owner,格式,关键字段,风险级别,状态,刷新频率,上线边界,source_type
CHK0061,电压/频率/插头兼容,Dyson_DYSO-RVC-US-2027_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-DYSO-RVC-US,Dyson,地面清洁设备,US,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0062,安装条件,Dyson_DYSO-RVC-US-2027_安装条件卡,SKU安装条件卡,SKU,SKU-DYSO-RVC-US,Dyson,地面清洁设备,US,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0063,电压/频率/插头兼容,Dyson_DYSO-CDV-EU-2028_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-DYSO-CDV-EU,Dyson,地面清洁设备,EU,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0064,安装条件,Dyson_DYSO-CDV-EU-2028_安装条件卡,SKU安装条件卡,SKU,SKU-DYSO-CDV-EU,Dyson,地面清洁设备,EU,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0065,电压/频率/插头兼容,Dyson_DYSO-WFW-UK-2029_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-DYSO-WFW-UK,Dyson,地面清洁设备,UK,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0066,安装条件,Dyson_DYSO-WFW-UK-2029_安装条件卡,SKU安装条件卡,SKU,SKU-DYSO-WFW-UK,Dyson,地面清洁设备,UK,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0067,电压/频率/插头兼容,iRobot_IROB-RVC-US-2027_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-IROB-RVC-US,iRobot,地面清洁设备,US,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0068,安装条件,iRobot_IROB-RVC-US-2027_安装条件卡,SKU安装条件卡,SKU,SKU-IROB-RVC-US,iRobot,地面清洁设备,US,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0069,电压/频率/插头兼容,iRobot_IROB-CDV-EU-2028_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-IROB-CDV-EU,iRobot,地面清洁设备,EU,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0070,安装条件,iRobot_IROB-CDV-EU-2028_安装条件卡,SKU安装条件卡,SKU,SKU-IROB-CDV-EU,iRobot,地面清洁设备,EU,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0071,电压/频率/插头兼容,iRobot_IROB-WFW-UK-2029_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-IROB-WFW-UK,iRobot,地面清洁设备,UK,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0072,安装条件,iRobot_IROB-WFW-UK-2029_安装条件卡,SKU安装条件卡,SKU,SKU-IROB-WFW-UK,iRobot,地面清洁设备,UK,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0073,电压/频率/插头兼容,Blueair_BLUE-TAP-US-2027_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-BLUE-TAP-US,Blueair,空气净化器,US,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0074,安装条件,Blueair_BLUE-TAP-US-2027_安装条件卡,SKU安装条件卡,SKU,SKU-BLUE-TAP-US,Blueair,空气净化器,US,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0075,电压/频率/插头兼容,Blueair_BLUE-HEP-EU-2028_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-BLUE-HEP-EU,Blueair,空气净化器,EU,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0076,安装条件,Blueair_BLUE-HEP-EU-2028_安装条件卡,SKU安装条件卡,SKU,SKU-BLUE-HEP-EU,Blueair,空气净化器,EU,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0077,电压/频率/插头兼容,Blueair_BLUE-HMP-UK-2029_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-BLUE-HMP-UK,Blueair,空气净化器,UK,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0078,安装条件,Blueair_BLUE-HMP-UK-2029_安装条件卡,SKU安装条件卡,SKU,SKU-BLUE-HMP-UK,Blueair,空气净化器,UK,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0079,电压/频率/插头兼容,Stadler Form_STAD-TAP-EU-2027_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-STAD-TAP-EU,Stadler Form,空气净化器,EU,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0080,安装条件,Stadler Form_STAD-TAP-EU-2027_安装条件卡,SKU安装条件卡,SKU,SKU-STAD-TAP-EU,Stadler Form,空气净化器,EU,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0081,电压/频率/插头兼容,Stadler Form_STAD-HEP-UK-2028_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-STAD-HEP-UK,Stadler Form,空气净化器,UK,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0082,安装条件,Stadler Form_STAD-HEP-UK-2028_安装条件卡,SKU安装条件卡,SKU,SKU-STAD-HEP-UK,Stadler Form,空气净化器,UK,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0083,电压/频率/插头兼容,Stadler Form_STAD-HMP-EU-2029_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-STAD-HMP-EU,Stadler Form,空气净化器,EU,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0084,安装条件,Stadler Form_STAD-HMP-EU-2029_安装条件卡,SKU安装条件卡,SKU,SKU-STAD-HMP-EU,Stadler Form,空气净化器,EU,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0085,电压/频率/插头兼容,Panasonic_PANA-INV-JP-2027_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-PANA-INV-JP,Panasonic,微波炉/蒸烤一体机,JP,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0086,安装条件,Panasonic_PANA-INV-JP-2027_安装条件卡,SKU安装条件卡,SKU,SKU-PANA-INV-JP,Panasonic,微波炉/蒸烤一体机,JP,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",极高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0087,电压/频率/插头兼容,Panasonic_PANA-COM-US-2028_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-PANA-COM-US,Panasonic,微波炉/蒸烤一体机,US,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0088,安装条件,Panasonic_PANA-COM-US-2028_安装条件卡,SKU安装条件卡,SKU,SKU-PANA-COM-US,Panasonic,微波炉/蒸烤一体机,US,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",极高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0089,电压/频率/插头兼容,Panasonic_PANA-GRL-EU-2029_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-PANA-GRL-EU,Panasonic,微波炉/蒸烤一体机,EU,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0090,安装条件,Panasonic_PANA-GRL-EU-2029_安装条件卡,SKU安装条件卡,SKU,SKU-PANA-GRL-EU,Panasonic,微波炉/蒸烤一体机,EU,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",极高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0091,电压/频率/插头兼容,Russell Hobbs_RUSS-INV-UK-2027_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-RUSS-INV-UK,Russell Hobbs,微波炉/蒸烤一体机,UK,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0092,安装条件,Russell Hobbs_RUSS-INV-UK-2027_安装条件卡,SKU安装条件卡,SKU,SKU-RUSS-INV-UK,Russell Hobbs,微波炉/蒸烤一体机,UK,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",极高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0093,电压/频率/插头兼容,Russell Hobbs_RUSS-COM-EU-2028_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-RUSS-COM-EU,Russell Hobbs,微波炉/蒸烤一体机,EU,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0094,安装条件,Russell Hobbs_RUSS-COM-EU-2028_安装条件卡,SKU安装条件卡,SKU,SKU-RUSS-COM-EU,Russell Hobbs,微波炉/蒸烤一体机,EU,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",极高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0095,电压/频率/插头兼容,Russell Hobbs_RUSS-GRL-US-2029_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-RUSS-GRL-US,Russell Hobbs,微波炉/蒸烤一体机,US,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0096,安装条件,Russell Hobbs_RUSS-GRL-US-2029_安装条件卡,SKU安装条件卡,SKU,SKU-RUSS-GRL-US,Russell Hobbs,微波炉/蒸烤一体机,US,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",极高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0097,电压/频率/插头兼容,Elica_ELIC-HOD-US-2027_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-ELIC-HOD-US,Elica,烟机/电磁灶,US,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0098,安装条件,Elica_ELIC-HOD-US-2027_安装条件卡,SKU安装条件卡,SKU,SKU-ELIC-HOD-US,Elica,烟机/电磁灶,US,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",极高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0099,电压/频率/插头兼容,Elica_ELIC-IDC-EU-2028_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-ELIC-IDC-EU,Elica,烟机/电磁灶,EU,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0100,安装条件,Elica_ELIC-IDC-EU-2028_安装条件卡,SKU安装条件卡,SKU,SKU-ELIC-IDC-EU,Elica,烟机/电磁灶,EU,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",极高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0101,电压/频率/插头兼容,Elica_ELIC-DOW-UK-2029_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-ELIC-DOW-UK,Elica,烟机/电磁灶,UK,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0102,安装条件,Elica_ELIC-DOW-UK-2029_安装条件卡,SKU安装条件卡,SKU,SKU-ELIC-DOW-UK,Elica,烟机/电磁灶,UK,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",极高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0103,电压/频率/插头兼容,Bertazzoni_BERT-HOD-US-2027_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-BERT-HOD-US,Bertazzoni,烟机/电磁灶,US,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0104,安装条件,Bertazzoni_BERT-HOD-US-2027_安装条件卡,SKU安装条件卡,SKU,SKU-BERT-HOD-US,Bertazzoni,烟机/电磁灶,US,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",极高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0105,电压/频率/插头兼容,Bertazzoni_BERT-IDC-EU-2028_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-BERT-IDC-EU,Bertazzoni,烟机/电磁灶,EU,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0106,安装条件,Bertazzoni_BERT-IDC-EU-2028_安装条件卡,SKU安装条件卡,SKU,SKU-BERT-IDC-EU,Bertazzoni,烟机/电磁灶,EU,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",极高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0107,电压/频率/插头兼容,Bertazzoni_BERT-DOW-UK-2029_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-BERT-DOW-UK,Bertazzoni,烟机/电磁灶,UK,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0108,安装条件,Bertazzoni_BERT-DOW-UK-2029_安装条件卡,SKU安装条件卡,SKU,SKU-BERT-DOW-UK,Bertazzoni,烟机/电磁灶,UK,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",极高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0109,电压/频率/插头兼容,Dualit_DUAL-KTL-UK-2027_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-DUAL-KTL-UK,Dualit,电热水壶/厨师机/食物处理,UK,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0110,安装条件,Dualit_DUAL-KTL-UK-2027_安装条件卡,SKU安装条件卡,SKU,SKU-DUAL-KTL-UK,Dualit,电热水壶/厨师机/食物处理,UK,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0111,电压/频率/插头兼容,Dualit_DUAL-MIX-EU-2028_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-DUAL-MIX-EU,Dualit,电热水壶/厨师机/食物处理,EU,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0112,安装条件,Dualit_DUAL-MIX-EU-2028_安装条件卡,SKU安装条件卡,SKU,SKU-DUAL-MIX-EU,Dualit,电热水壶/厨师机/食物处理,EU,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0113,电压/频率/插头兼容,Dualit_DUAL-PRC-US-2029_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-DUAL-PRC-US,Dualit,电热水壶/厨师机/食物处理,US,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0114,安装条件,Dualit_DUAL-PRC-US-2029_安装条件卡,SKU安装条件卡,SKU,SKU-DUAL-PRC-US,Dualit,电热水壶/厨师机/食物处理,US,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0115,电压/频率/插头兼容,Kenwood_KENW-KTL-UK-2027_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-KENW-KTL-UK,Kenwood,电热水壶/厨师机/食物处理,UK,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0116,安装条件,Kenwood_KENW-KTL-UK-2027_安装条件卡,SKU安装条件卡,SKU,SKU-KENW-KTL-UK,Kenwood,电热水壶/厨师机/食物处理,UK,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0117,电压/频率/插头兼容,Kenwood_KENW-MIX-EU-2028_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-KENW-MIX-EU,Kenwood,电热水壶/厨师机/食物处理,EU,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0118,安装条件,Kenwood_KENW-MIX-EU-2028_安装条件卡,SKU安装条件卡,SKU,SKU-KENW-MIX-EU,Kenwood,电热水壶/厨师机/食物处理,EU,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0119,电压/频率/插头兼容,Kenwood_KENW-PRC-AE-2029_SKU兼容安装卡,SKU兼容安装卡,SKU,SKU-KENW-PRC-AE,Kenwood,电热水壶/厨师机/食物处理,AE,官方说明书/规格表/工程手册,商品运营+技术支持,xlsx/json,"sku_id,model,target_region,voltage,frequency,plug,certification_mark",极高,待收集,周更,上线前必须替换为官方或内部真实文档,synthetic_backlog
CHK0120,安装条件,Kenwood_KENW-PRC-AE-2029_安装条件卡,SKU安装条件卡,SKU,SKU-KENW-PRC-AE,Kenwood,电热水壶/厨师机/食物处理,AE,安装手册/工程安装清单,技术支持,xlsx/json,"sku_id,dimensions,clearance,power_requirements,water_drain,installer_qualification",高,待收集,周更,尺寸、电气或安装责任字段缺失时不得下结论,synthetic_backlog
CHK0121,保修地域,De'Longhi_EU_保修政策,品牌保修政策,Brand+Region,,De'Longhi,全自动/半自动咖啡机,EU,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
