check_id,优先主题,文档名称,文档类型,颗粒度,sku_id,品牌,类目,区域,真实来源,owner,格式,关键字段,风险级别,状态,刷新频率,上线边界,source_type
CHK0122,保修地域,De'Longhi_UK_保修政策,品牌保修政策,Brand+Region,,De'Longhi,全自动/半自动咖啡机,UK,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0123,保修地域,De'Longhi_US_保修政策,品牌保修政策,Brand+Region,,De'Longhi,全自动/半自动咖啡机,US,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0124,保修地域,Jura_EU_保修政策,品牌保修政策,Brand+Region,,Jura,全自动/半自动咖啡机,EU,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0125,保修地域,Jura_UK_保修政策,品牌保修政策,Brand+Region,,Jura,全自动/半自动咖啡机,UK,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0126,保修地域,Jura_US_保修政策,品牌保修政策,Brand+Region,,Jura,全自动/半自动咖啡机,US,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0127,保修地域,Smeg_EU_保修政策,品牌保修政策,Brand+Region,,Smeg,台式烤箱/空气炸烤箱,EU,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0128,保修地域,Smeg_UK_保修政策,品牌保修政策,Brand+Region,,Smeg,台式烤箱/空气炸烤箱,UK,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0129,保修地域,Smeg_US_保修政策,品牌保修政策,Brand+Region,,Smeg,台式烤箱/空气炸烤箱,US,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0130,保修地域,Breville_AU_保修政策,品牌保修政策,Brand+Region,,Breville,台式烤箱/空气炸烤箱,AU,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0131,保修地域,Breville_UK_保修政策,品牌保修政策,Brand+Region,,Breville,台式烤箱/空气炸烤箱,UK,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0132,保修地域,Breville_US_保修政策,品牌保修政策,Brand+Region,,Breville,台式烤箱/空气炸烤箱,US,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0133,保修地域,Bosch_EU_保修政策,品牌保修政策,Brand+Region,,Bosch,洗碗机,EU,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0134,保修地域,Bosch_UK_保修政策,品牌保修政策,Brand+Region,,Bosch,洗碗机,UK,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0135,保修地域,Bosch_US_保修政策,品牌保修政策,Brand+Region,,Bosch,洗碗机,US,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0136,保修地域,Miele_EU_保修政策,品牌保修政策,Brand+Region,,Miele,洗碗机,EU,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0137,保修地域,Miele_UK_保修政策,品牌保修政策,Brand+Region,,Miele,洗碗机,UK,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0138,保修地域,Miele_US_保修政策,品牌保修政策,Brand+Region,,Miele,洗碗机,US,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0139,保修地域,Liebherr_EU_保修政策,品牌保修政策,Brand+Region,,Liebherr,冰箱/酒柜,EU,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0140,保修地域,Liebherr_UK_保修政策,品牌保修政策,Brand+Region,,Liebherr,冰箱/酒柜,UK,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0141,保修地域,Fisher & Paykel_AU_保修政策,品牌保修政策,Brand+Region,,Fisher & Paykel,冰箱/酒柜,AU,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0142,保修地域,Fisher & Paykel_UK_保修政策,品牌保修政策,Brand+Region,,Fisher & Paykel,冰箱/酒柜,UK,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0143,保修地域,Fisher & Paykel_US_保修政策,品牌保修政策,Brand+Region,,Fisher & Paykel,冰箱/酒柜,US,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0144,保修地域,AEG_EU_保修政策,品牌保修政策,Brand+Region,,AEG,洗衣机/烘干机,EU,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0145,保修地域,AEG_UK_保修政策,品牌保修政策,Brand+Region,,AEG,洗衣机/烘干机,UK,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0146,保修地域,Electrolux_EU_保修政策,品牌保修政策,Brand+Region,,Electrolux,洗衣机/烘干机,EU,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0147,保修地域,Electrolux_UK_保修政策,品牌保修政策,Brand+Region,,Electrolux,洗衣机/烘干机,UK,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0148,保修地域,Electrolux_US_保修政策,品牌保修政策,Brand+Region,,Electrolux,洗衣机/烘干机,US,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0149,保修地域,Dyson_EU_保修政策,品牌保修政策,Brand+Region,,Dyson,地面清洁设备,EU,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0150,保修地域,Dyson_UK_保修政策,品牌保修政策,Brand+Region,,Dyson,地面清洁设备,UK,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0151,保修地域,Dyson_US_保修政策,品牌保修政策,Brand+Region,,Dyson,地面清洁设备,US,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0152,保修地域,iRobot_EU_保修政策,品牌保修政策,Brand+Region,,iRobot,地面清洁设备,EU,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0153,保修地域,iRobot_UK_保修政策,品牌保修政策,Brand+Region,,iRobot,地面清洁设备,UK,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0154,保修地域,iRobot_US_保修政策,品牌保修政策,Brand+Region,,iRobot,地面清洁设备,US,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0155,保修地域,Blueair_EU_保修政策,品牌保修政策,Brand+Region,,Blueair,空气净化器,EU,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0156,保修地域,Blueair_UK_保修政策,品牌保修政策,Brand+Region,,Blueair,空气净化器,UK,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0157,保修地域,Blueair_US_保修政策,品牌保修政策,Brand+Region,,Blueair,空气净化器,US,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0158,保修地域,Stadler Form_EU_保修政策,品牌保修政策,Brand+Region,,Stadler Form,空气净化器,EU,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0159,保修地域,Stadler Form_UK_保修政策,品牌保修政策,Brand+Region,,Stadler Form,空气净化器,UK,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0160,保修地域,Panasonic_EU_保修政策,品牌保修政策,Brand+Region,,Panasonic,微波炉/蒸烤一体机,EU,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0161,保修地域,Panasonic_JP_保修政策,品牌保修政策,Brand+Region,,Panasonic,微波炉/蒸烤一体机,JP,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0162,保修地域,Panasonic_US_保修政策,品牌保修政策,Brand+Region,,Panasonic,微波炉/蒸烤一体机,US,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0163,保修地域,Russell Hobbs_EU_保修政策,品牌保修政策,Brand+Region,,Russell Hobbs,微波炉/蒸烤一体机,EU,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0164,保修地域,Russell Hobbs_UK_保修政策,品牌保修政策,Brand+Region,,Russell Hobbs,微波炉/蒸烤一体机,UK,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0165,保修地域,Russell Hobbs_US_保修政策,品牌保修政策,Brand+Region,,Russell Hobbs,微波炉/蒸烤一体机,US,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0166,保修地域,Elica_EU_保修政策,品牌保修政策,Brand+Region,,Elica,烟机/电磁灶,EU,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0167,保修地域,Elica_UK_保修政策,品牌保修政策,Brand+Region,,Elica,烟机/电磁灶,UK,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0168,保修地域,Elica_US_保修政策,品牌保修政策,Brand+Region,,Elica,烟机/电磁灶,US,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0169,保修地域,Bertazzoni_EU_保修政策,品牌保修政策,Brand+Region,,Bertazzoni,烟机/电磁灶,EU,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0170,保修地域,Bertazzoni_UK_保修政策,品牌保修政策,Brand+Region,,Bertazzoni,烟机/电磁灶,UK,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0171,保修地域,Bertazzoni_US_保修政策,品牌保修政策,Brand+Region,,Bertazzoni,烟机/电磁灶,US,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0172,保修地域,Dualit_EU_保修政策,品牌保修政策,Brand+Region,,Dualit,电热水壶/厨师机/食物处理,EU,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0173,保修地域,Dualit_UK_保修政策,品牌保修政策,Brand+Region,,Dualit,电热水壶/厨师机/食物处理,UK,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0174,保修地域,Dualit_US_保修政策,品牌保修政策,Brand+Region,,Dualit,电热水壶/厨师机/食物处理,US,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0175,保修地域,Kenwood_AE_保修政策,品牌保修政策,Brand+Region,,Kenwood,电热水壶/厨师机/食物处理,AE,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0176,保修地域,Kenwood_EU_保修政策,品牌保修政策,Brand+Region,,Kenwood,电热水壶/厨师机/食物处理,EU,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0177,保修地域,Kenwood_UK_保修政策,品牌保修政策,Brand+Region,,Kenwood,电热水壶/厨师机/食物处理,UK,品牌保修条款/法务确认/售后网点,售后+法务,pdf/docx,"brand,purchase_region,use_region,warranty_term,exclusions,service_path",极高,待收集,月更,不得口头扩展保修范围,synthetic_backlog
CHK0178,签收破损,全自动/半自动咖啡机_签收破损SOP,类目签收破损SOP,Category,,,全自动/半自动咖啡机,ALL,履约SOP/物流理赔规则,履约运营+客服质检,docx/xlsx,"category,visible_damage,concealed_damage,evidence,time_limit",极高,待收集,月更,需与承运商规则同步,synthetic_backlog
CHK0179,降价争议,全自动/半自动咖啡机_降价争议政策,类目价格争议政策,Category,,,全自动/半自动咖啡机,ALL,营销规则/客服例外政策,营销+客服运营,docx/xlsx,"category,window_days,price_gap_threshold,approval_rule",高,待收集,周更,需绑定审批流程和资损上限,synthetic_backlog
CHK0180,签收破损,台式烤箱/空气炸烤箱_签收破损SOP,类目签收破损SOP,Category,,,台式烤箱/空气炸烤箱,ALL,履约SOP/物流理赔规则,履约运营+客服质检,docx/xlsx,"category,visible_damage,concealed_damage,evidence,time_limit",极高,待收集,月更,需与承运商规则同步,synthetic_backlog
CHK0181,降价争议,台式烤箱/空气炸烤箱_降价争议政策,类目价格争议政策,Category,,,台式烤箱/空气炸烤箱,ALL,营销规则/客服例外政策,营销+客服运营,docx/xlsx,"category,window_days,price_gap_threshold,approval_rule",高,待收集,周更,需绑定审批流程和资损上限,synthetic_backlog
CHK0182,签收破损,洗碗机_签收破损SOP,类目签收破损SOP,Category,,,洗碗机,ALL,履约SOP/物流理赔规则,履约运营+客服质检,docx/xlsx,"category,visible_damage,concealed_damage,evidence,time_limit",极高,待收集,月更,需与承运商规则同步,synthetic_backlog
CHK0183,降价争议,洗碗机_降价争议政策,类目价格争议政策,Category,,,洗碗机,ALL,营销规则/客服例外政策,营销+客服运营,docx/xlsx,"category,window_days,price_gap_threshold,approval_rule",高,待收集,周更,需绑定审批流程和资损上限,synthetic_backlog
CHK0184,签收破损,冰箱/酒柜_签收破损SOP,类目签收破损SOP,Category,,,冰箱/酒柜,ALL,履约SOP/物流理赔规则,履约运营+客服质检,docx/xlsx,"category,visible_damage,concealed_damage,evidence,time_limit",极高,待收集,月更,需与承运商规则同步,synthetic_backlog
CHK0185,降价争议,冰箱/酒柜_降价争议政策,类目价格争议政策,Category,,,冰箱/酒柜,ALL,营销规则/客服例外政策,营销+客服运营,docx/xlsx,"category,window_days,price_gap_threshold,approval_rule",高,待收集,周更,需绑定审批流程和资损上限,synthetic_backlog
CHK0186,签收破损,洗衣机/烘干机_签收破损SOP,类目签收破损SOP,Category,,,洗衣机/烘干机,ALL,履约SOP/物流理赔规则,履约运营+客服质检,docx/xlsx,"category,visible_damage,concealed_damage,evidence,time_limit",极高,待收集,月更,需与承运商规则同步,synthetic_backlog
CHK0187,降价争议,洗衣机/烘干机_降价争议政策,类目价格争议政策,Category,,,洗衣机/烘干机,ALL,营销规则/客服例外政策,营销+客服运营,docx/xlsx,"category,window_days,price_gap_threshold,approval_rule",高,待收集,周更,需绑定审批流程和资损上限,synthetic_backlog
CHK0188,签收破损,地面清洁设备_签收破损SOP,类目签收破损SOP,Category,,,地面清洁设备,ALL,履约SOP/物流理赔规则,履约运营+客服质检,docx/xlsx,"category,visible_damage,concealed_damage,evidence,time_limit",极高,待收集,月更,需与承运商规则同步,synthetic_backlog
CHK0189,降价争议,地面清洁设备_降价争议政策,类目价格争议政策,Category,,,地面清洁设备,ALL,营销规则/客服例外政策,营销+客服运营,docx/xlsx,"category,window_days,price_gap_threshold,approval_rule",高,待收集,周更,需绑定审批流程和资损上限,synthetic_backlog
CHK0190,签收破损,空气净化器_签收破损SOP,类目签收破损SOP,Category,,,空气净化器,ALL,履约SOP/物流理赔规则,履约运营+客服质检,docx/xlsx,"category,visible_damage,concealed_damage,evidence,time_limit",极高,待收集,月更,需与承运商规则同步,synthetic_backlog
CHK0191,降价争议,空气净化器_降价争议政策,类目价格争议政策,Category,,,空气净化器,ALL,营销规则/客服例外政策,营销+客服运营,docx/xlsx,"category,window_days,price_gap_threshold,approval_rule",高,待收集,周更,需绑定审批流程和资损上限,synthetic_backlog
CHK0192,签收破损,微波炉/蒸烤一体机_签收破损SOP,类目签收破损SOP,Category,,,微波炉/蒸烤一体机,ALL,履约SOP/物流理赔规则,履约运营+客服质检,docx/xlsx,"category,visible_damage,concealed_damage,evidence,time_limit",极高,待收集,月更,需与承运商规则同步,synthetic_backlog
CHK0193,降价争议,微波炉/蒸烤一体机_降价争议政策,类目价格争议政策,Category,,,微波炉/蒸烤一体机,ALL,营销规则/客服例外政策,营销+客服运营,docx/xlsx,"category,window_days,price_gap_threshold,approval_rule",高,待收集,周更,需绑定审批流程和资损上限,synthetic_backlog
CHK0194,签收破损,烟机/电磁灶_签收破损SOP,类目签收破损SOP,Category,,,烟机/电磁灶,ALL,履约SOP/物流理赔规则,履约运营+客服质检,docx/xlsx,"category,visible_damage,concealed_damage,evidence,time_limit",极高,待收集,月更,需与承运商规则同步,synthetic_backlog
CHK0195,降价争议,烟机/电磁灶_降价争议政策,类目价格争议政策,Category,,,烟机/电磁灶,ALL,营销规则/客服例外政策,营销+客服运营,docx/xlsx,"category,window_days,price_gap_threshold,approval_rule",高,待收集,周更,需绑定审批流程和资损上限,synthetic_backlog
CHK0196,签收破损,电热水壶/厨师机/食物处理_签收破损SOP,类目签收破损SOP,Category,,,电热水壶/厨师机/食物处理,ALL,履约SOP/物流理赔规则,履约运营+客服质检,docx/xlsx,"category,visible_damage,concealed_damage,evidence,time_limit",极高,待收集,月更,需与承运商规则同步,synthetic_backlog
CHK0197,降价争议,电热水壶/厨师机/食物处理_降价争议政策,类目价格争议政策,Category,,,电热水壶/厨师机/食物处理,ALL,营销规则/客服例外政策,营销+客服运营,docx/xlsx,"category,window_days,price_gap_threshold,approval_rule",高,待收集,周更,需绑定审批流程和资损上限,synthetic_backlog
